codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
"['00-01-0841-46', '00-01-9381-46']","['01-403', '01-403']",Guatemala,zona 1,instituto mixto miguel de cervantes,10. calle 1-47,"['52414007', '24593860']","['carlos humberto gonzález de león', 'carlos humberto gonzález de león']","['aura raquel de leon hernandez', 'aura raquel de leon hernandez']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'doble']","['semipresencial (fin de semana)', 'fin de semana']",guatemala norte,mixto miguel de cervantes,10. calle 1-47,
"['03-09-0003-46', '03-09-0009-46']","['03-006', '03-006']",Sacatepequez,santa lucia milpas altas,instituto mixto municipal de educacion diversificado,segunda av y tercera calle z 1,"['54044951', '54044951']","['joel chancho sirin', 'joel chancho sirin']","['yodi escarlen lópez castellanos', 'yodi escarlen lópez castellanos']","['municipal', 'municipal']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'vespertina']","['diario(regular)', 'diario(regular)']",sacatepéquez,mixto municipal de educacion,segunda av y tercera calle z 1,
"['11-06-0080-46', '11-06-0085-46']","['11-021', '11-021']",Retalhuleu,san andres villa seca,instituto mixto municipal maria florencia arteaga,cabecera municipal z 1,"['55627122', '55627122']","['jimmy edilberto ortega colomo', 'jimmy edilberto ortega colomo']","['zayda rossana diaz alvarado', 'zayda rossana diaz alvarado']","['privado', 'municipal']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'doble']","['semipresencial (fin de semana)', 'fin de semana']",retalhuleu,mixto municipal maria florencia arteaga,cabecera municipal z 1,
"['01-15-0611-46', '01-15-0612-46', '01-15-0626-46', '01-15-0740-46']","['01-215', '01-411', '01-411', '01-411']",Guatemala,villa nueva,instituto mixto nocturno el angel,1a. calle 1-63 z 5,"['54279122', '54279122', '54279155', '54279122']","['dora beatriz barrios cruz', 'juan enrique martinez solano', 'juan enrique martinez solano', 'juan enrique martinez solano']","['cindy judith garcia loaiza', 'cindy judith garcia loaiza', 'cindy judith garcia loaiza', 'cindy judith garcia loaiza']","['privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue', 'monolingue']","['matutina', 'doble', 'doble', 'sin jornada']","['diario(regular)', 'fin de semana', 'fin de semana', 'semipresencial (fin de semana)']",guatemala sur,mixto nocturno el angel,1a. calle 1-63 z 5,
"['15-08-0131-46', '15-08-0225-46', '15-08-2158-46']","['15-021', '15-021', '15-021']",Baja Verapaz,purulha,instituto mixto particular verapaz,barrio el cementerio,"['35930539', '36383815', '35930539']","['pedro armando castro choco', 'pedro armando castro choco', 'pedro armando castro choco']","['seidi yanet rodríguez pirir', 'seidi yanet rodríguez pirir', 'seidi yanet rodríguez pirir']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['vespertina', 'sin jornada', 'doble']","['diario(regular)', 'semipresencial (un día a la semana)', 'fin de semana']",baja verapaz,mixto particular verapaz,barrio el cementerio,
"['17-03-0111-46', '17-03-0130-46']","['17-003', '17-003']",Peten,san benito,instituto mixto privado educativo de bachillerato impeb,barrio vista hermosa san benito peten,"['30108407', '30108407']","['deylin antonio alvarez aldana', 'deylin antonio alvarez aldana']","['héctor amilcar hernández ramírez', 'héctor amilcar hernández ramírez']","['privado', 'privado']","['rural', 'rural']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (un día a la semana)']",petén,mixto privado educativo de bachillerato impeb,barrio vista hermosa san benito peten,
"['00-21-0088-46', '00-21-0089-46', '00-21-0090-46']","['01-641', '01-641', '01-635']",Guatemala,zona 21,instituto mixto privado industrial israel,calzada justo rufino barrios 13-35,"['24499286', '24499286', '24499286']","['milton alonso alvarez fuentes', 'milton alonso alvarez fuentes', 'nataly fabiola soto españa de turcios']","['karla mercedes pineda chavez', 'karla mercedes pineda chavez', 'karla mercedes pineda chavez']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'matutina']","['fin de semana', 'semipresencial (fin de semana)', 'diario(regular)']",guatemala sur,mixto privado industrial israel,calzada justo rufino barrios 13-35,
"['01-15-0168-46', '01-15-0170-46']","['01-411', '01-212']",Guatemala,villa nueva,instituto mixto privado juan gerardi,2a. av 1-29 colonia betancourt z 4,"['66310390', '66310390']","['juan enrique martinez solano', 'haroldo enrique navas paz']","['jennevier betzabé palacios españa', 'jennevier betzabé palacios españa']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'matutina']","['fin de semana', 'diario(regular)']",guatemala sur,mixto privado juan gerardi,2a. av 1-29 colonia betancourt z 4,
"['16-16-0071-46', '16-16-0116-46', '16-16-0131-46', '16-16-0132-46']","['16-030', '16-030', '16-030', '16-030']",Alta Verapaz,la tinta,instituto mixto privado latino,barrio pena blanca z 6,"['30300170', '48067726', '37311196', '37311196']","['teodoro alberto pérez duering', 'teodoro alberto pérez duering', 'teodoro alberto pérez duering', 'teodoro alberto pérez duering']","['cesar augusto gonzáles chón', 'aristides efren lópez gómez', 'aristides efren lópez gómez', 'cesar augusto gonzáles chón']","['privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue', 'monolingue']","['vespertina', 'matutina', 'doble', 'sin jornada']","['diario(regular)', 'fin de semana', 'fin de semana', 'semipresencial (fin de semana)']",alta verapaz,mixto privado latino,barrio pena blanca z 6,
"['16-01-0565-46', '16-01-0703-46']","['16-031', '16-031']",Alta Verapaz,coban,instituto mixto privado salud y desarrollo,diagnonal 1 1-26 z 1,"['51922050', '51922050']","['patricio najarro asencio', 'patricio najarro asencio']","['samantha gabriela de la cruz morales', 'samantha gabriela de la cruz morales']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'bilingue']","['doble', 'vespertina']","['fin de semana', 'diario(regular)']",alta verapaz,mixto privado salud y desarrollo,diagnonal 1 1-26 z 1,
"['16-01-0681-46', '16-01-0915-46']","['16-031', '16-031']",Alta Verapaz,coban,instituto mixto privado santo domingo,2a. calle 11-10 z 2,"['79529830', '79529830']","['patricio najarro asencio', 'patricio najarro asencio']","['américa nuila luther', 'américa nuila luther']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (fin de semana)']",alta verapaz,mixto privado santo domingo,2a. calle 11-10 z 2,
"['04-01-0144-46', '04-01-0145-46', '04-01-0181-46', '04-01-0238-46', '04-01-0363-46']","['04-027', '04-027', '04-027', '04-027', '04-027']",Chimaltenango,chimaltenango,instituto mixto tecnologico central ciudad de los escudos,2a. calle 2-45 z 4,"['78494236', '78494236', '59143219', '78494236', '78494236']","['ismael cristal ajcet', 'ismael cristal ajcet', 'ismael cristal ajcet', 'ismael cristal ajcet', 'ismael cristal ajcet']","['miguel angel tarton toj', 'miguel angel tarton toj', 'miguel angel tarton toj', 'miguel angel tarton toj', 'miguel angel tarton toj']","['privado', 'privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue', 'monolingue', 'monolingue']","['matutina', 'doble', 'doble', 'vespertina', 'sin jornada']","['diario(regular)', 'diario(regular)', 'fin de semana', 'diario(regular)', 'semipresencial (dos días a la semana)']",chimaltenango,mixto tecnologico central ciudad de los escudos,2a. calle 2-45 z 4,
"['04-08-0005-46', '04-08-0006-46']","['04-019', '04-019']",Chimaltenango,san miguel pochuta,instituto municipal de diversificado pochuta centenario,san miguel pochuta,"['30244440', '30244440']","['rosa marisol juárez gramajo', 'rosa marisol juárez gramajo']","['juan luis olcot cujcuj', 'juan luis olcot cujcuj']","['municipal', 'municipal']","['rural', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'intermedia']","['diario(regular)', 'diario(regular)']",chimaltenango,municipal de  pochuta centenario,san miguel pochuta,
"['21-06-0036-46', '21-06-0054-46']","['21-003', '21-003']",Jalapa,monjas,instituto municipal de educacion,lotificacion el recuerdo i,"['46002805', '46002805']","['iris victoria teo orellana', 'iris victoria teo orellana']","['hugo francisco nájera lópez', 'hugo francisco nájera lópez']","['municipal', 'municipal']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (dos días a la semana)']",jalapa,municipal de educacion,lotificacion el recuerdo i,
"['10-17-0005-46', '10-17-0039-46']","['10-011', '10-011']",Suchitepequez,santo tomas la union,instituto municipal de educacion media imem,canton maza,"['58704961', '58704961']","['arnulfo efrain gomez chay', 'arnulfo efrain gomez chay']","['luis tebalan gomez', 'luis tebalan gomez']","['municipal', 'municipal']","['rural', 'rural']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",suchitepéquez,municipal de educacion media imem,canton maza,
"['14-21-0030-46', '14-21-0031-46']","['14-035', '14-035']",Quiche,pachalun,instituto municipal de educacion tecnologica pachalum imet,caserio el aguacate z 0,"['51321900', '41450108']","['erik israel giron juarez', 'erik israel giron juarez']","['maria aydee garcia rivera', 'josué estrada y estrada']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'matutina']","['diario(regular)', 'diario(regular)']",quiché,municipal de educacion tecnologica pachalum imet,caserio el aguacate z 0,
"['00-12-0145-46', '00-12-0147-46']","['01-641', '01-641']",Guatemala,zona 12,instituto nacional de educacion basica y bachillerato en ciencias y letras por madurez licda matilde rouge,boulevard liberacion 13-19,"['42299311', '44652813']","['milton alonso alvarez fuentes', 'milton alonso alvarez fuentes']","['jose luis orozco miranda', 'jose luis orozco miranda']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'nocturna']","['semipresencial (fin de semana)', 'diario(regular)']",guatemala sur,nacional de educacion basica y bachillerato en ciencias y letras por madurez licda matilde rouge,boulevard liberacion 13-19,
"['05-03-0047-46', '05-03-0048-46']","['05-023', '05-023']",Escuintla,la democracia,instituto nacional de educacion basica y bachillerato por madurez,frente a colonia la campina,"['59182968', '59182968']","['enma elizabrth gonzález fajardo de quiñonez.', 'enma elizabrth gonzález fajardo de quiñonez.']","['fredy oswaldo gonzález ramírez', 'fredy oswaldo gonzález ramírez']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'doble']","['semipresencial (fin de semana)', 'fin de semana']",escuintla,nacional de educacion basica y bachillerato por madurez,frente a colonia la campina,
"['10-01-0245-46', '10-01-0387-46']","['10-019', '10-019']",Suchitepequez,mazatenango,instituto nacional de educacion basica y diversificado nuevo amanecer con vision,5ta. av final av dolores z 1,"['55884849', '55884849']","['reyna del rosario chavez barrow de pacheco', 'reyna del rosario chavez barrow de pacheco']","['flor de maria lopez barrios', 'vivian johana llerena lemus']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'vespertina']","['diario(regular)', 'diario(regular)']",suchitepéquez,nacional de educacion basica y  nuevo amanecer con vision,5ta. av final av dolores z 1,
"['07-10-0007-46', '07-10-0041-46']","['07-011', '07-011']",Solola,panajachel,instituto nacional de educacion diversificada,0 av 3-03 z 4,"['77621417', '77621417']","['porfirio geremias par chavajay', 'porfirio geremias par chavajay']","['nancy gabriela yoxón cúmes', 'nancy gabriela yoxón cúmes']","['oficial', 'oficial']","['rural', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",sololá,nacional de educacion diversificada,0 av 3-03 z 4,
"['07-17-0012-46', '07-17-0028-46']","['07-028', '07-028']",Solola,san juan la laguna,instituto nacional de educacion diversificada,0 calle a canton xe kaqasiiwaan z 1,"['54120573', '54120573']","['ana florinda dionisio yac', 'ana florinda dionisio yac']","['francisco javier ujpán hernández', 'francisco javier ujpán hernández']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'doble']","['diario(regular)', 'diario(regular)']",sololá,nacional de educacion diversificada,0 calle a canton xe kaqasiiwaan z 1,
"['01-03-0013-46', '01-03-0121-46']","['01-633', '01-633']",Guatemala,san jose pinula,instituto nacional de educacion diversificada,2a. av 1-39 z 4,"['56247466', '57752117']","['mayra hortensia rustrian ecute', 'mayra hortensia rustrian ecute']","['beda luz franco ambrocio', 'beda luz franco ambrocio']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'doble']","['diario(regular)', 'diario(regular)']",guatemala oriente,nacional de educacion diversificada,2a. av 1-39 z 4,
"['05-12-0006-46', '05-12-0030-46']","['05-018', '05-018']",Escuintla,san vicente pacaya,instituto nacional de educacion diversificada,4a av 4-04 canton las flores,"['41206712', '41206712']","['edgar alberto aceituno morales', 'edgar alberto aceituno morales']","['iracema anahy cruz ojer', 'iracema anahy cruz ojer']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'matutina']","['diario(regular)', 'diario(regular)']",escuintla,nacional de educacion diversificada,4a av 4-04 canton las flores,
"['03-15-0019-46', '03-15-0022-46']","['03-008', '03-008']",Sacatepequez,san antonio aguas calientes,instituto nacional de educacion diversificada,6ta. calle final 4-81 z 2,"['48405896', '48405896']","['oscar yovany zelada castillo', 'oscar yovany zelada castillo']","['hilda aracely perez garcia', 'hilda aracely perez garcia']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",sacatepéquez,nacional de educacion diversificada,6ta. calle final 4-81 z 2,
"['13-01-0112-46', '13-01-0323-46', '13-01-0386-46']","['13-050', '13-050', '13-050']",Huehuetenango,huehuetenango,instituto nacional de educacion diversificada,9. callejon b 12-94 z 4 sector los olivos el terrero,"['40124127', '40124127', '31098005']","['reynaldo recinos castillo', 'reynaldo recinos castillo', 'reynaldo recinos castillo']","['hugo rubén gómez gómez', 'hugo rubén gómez gómez', 'roxana fabiola palacios félix']","['oficial', 'oficial', 'oficial']","['rural', 'rural', 'rural']","['monolingue', 'monolingue', 'monolingue']","['vespertina', 'doble', 'sin jornada']","['diario(regular)', 'diario(regular)', 'semipresencial (dos días a la semana)']",huehuetenango,nacional de educacion diversificada,9. callejon b 12-94 z 4 sector los olivos el terrero,
"['12-24-0060-46', '12-24-0061-46']","['12-048', '12-048']",San Marcos,san jose ojetenam,instituto nacional de educacion diversificada,aldea choanla,"['32451633', '32451633']","['césar leonel ramirez galicia', 'césar leonel ramirez galicia']","['dudley kleyton lópez bartolón', 'dudley kleyton lópez bartolón']","['oficial', 'oficial']","['rural', 'rural']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",san marcos,nacional de educacion diversificada,aldea choanla,
"['22-05-0024-46', '22-05-0058-46']","['22-016', '22-017']",Jutiapa,asuncion mita,instituto nacional de educacion diversificada,barrio central,"['56947315', '56947315']","['lesvia yadira oliva teo de aldana', 'sandra patricia lopez de cambara']","['zoila elena martínez trujillo', 'zoila elena martínez trujillo']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'vespertina']","['diario(regular)', 'diario(regular)']",jutiapa,nacional de educacion diversificada,barrio central,
"['22-03-0011-46', '22-03-0021-46']","['22-010', '22-010']",Jutiapa,santa catarina mita,instituto nacional de educacion diversificada,barrio el barreal,"['41723310', '78883484']","['kevin daniel sandoval salvador', 'kevin daniel sandoval salvador']","['noe hernandez linares hector', 'marlon danilo ortíz polanco']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'vespertina']","['diario(regular)', 'diario(regular)']",jutiapa,nacional de educacion diversificada,barrio el barreal,
"['21-03-0010-46', '21-03-0034-46']","['21-011', '21-011']",Jalapa,san luis jilotepeque,instituto nacional de educacion diversificada,barrio el llano,"['30441503', '30441503']","['alba luz cristina agustin manuel', 'alba luz cristina agustin manuel']","['ciriaco damián méndez', 'ciriaco damián méndez']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",jalapa,nacional de educacion diversificada,barrio el llano,
"['16-11-0027-46', '16-11-0057-46']","['16-021', '16-021']",Alta Verapaz,lanquin,instituto nacional de educacion diversificada,barrio san nicolas,"['49823719', '49823719']","['mynor danilo torres juárez', 'mynor danilo torres juárez']","['ana mariela juárez figueroa', 'ana mariela juárez figueroa']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",alta verapaz,nacional de educacion diversificada,barrio san nicolas,
"['16-17-0123-46', '16-17-0151-46']","['16-026', '16-026']",Alta Verapaz,raxruha,instituto nacional de educacion diversificada,barrio santa maria,"['33530288', '45050788']","['edetano oxom yat', 'edetano oxom yat']","['ilcia analia gudiel flores', 'ilcia analia gudiel flores']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'matutina']","['diario(regular)', 'diario(regular)']",alta verapaz,nacional de educacion diversificada,barrio santa maria,
"['12-15-0065-46', '12-15-0171-46']","['12-117', '12-117']",San Marcos,malacatan,instituto nacional de educacion diversificada,colonia el maestro malacatan,"['51740001', '51740001']","['angel dionel barrios lopez', 'angel dionel barrios lopez']","['josias moises orosco gonzalez', 'josias moises orosco gonzalez']","['oficial', 'oficial']","['rural', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'doble']","['diario(regular)', 'diario(regular)']",san marcos,nacional de educacion diversificada,colonia el maestro malacatan,
"['20-08-0006-46', '20-08-0020-46']","['20-040', '20-040']",Chiquimula,concepcion las minas,instituto nacional de educacion diversificada,colonia nueva,"['30194721', '30194721']","['sonia faviola franco garcía', 'sonia faviola franco garcía']","['ulises rivera acevedo', 'ulises rivera acevedo']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'doble']","['diario(regular)', 'diario(regular)']",chiquimula,nacional de educacion diversificada,colonia nueva,
"['02-07-0008-46', '02-07-0009-46']","['02-006', '02-006']",El Progreso,sanarate,instituto nacional de educacion diversificada,z 4 colindante a polideportivo sector campo de caminos,"['FORMATO_INV', '48176330']","['jacqueline sucely cabrera loaiza de levy', 'jacqueline sucely cabrera loaiza de levy']","['graciela izaura bran monroy', 'maria del carmen morales morales']","['oficial', 'oficial']","['urbana', 'rural']","['monolingue', 'monolingue']","['vespertina', 'matutina']","['diario(regular)', 'diario(regular)']",el progreso,nacional de educacion diversificada,z 4 colindante a polideportivo sector campo de caminos,48176330
"['00-06-0077-46', '00-06-0078-46']","['01-403', '01-403']",Guatemala,zona 6,instituto nacional de educacion diversificada doctora sara cabarrus de ruiz,final calzada jose milla y vidaurre y 26 av,"['22702943', '22702943']","['carlos humberto gonzález de león', 'carlos humberto gonzález de león']","['jovita antonieta miranda barrios', 'jovita antonieta miranda barrios']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['nocturna', 'nocturna']","['diario(regular)', 'diario(regular)']",guatemala norte,nacional de educacion diversificada doctora sara cabarrus de ruiz,final calzada jose milla y vidaurre y 26 av,
"['07-06-0098-46', '07-06-0101-46']","['07-018', '07-018']",Solola,santa catarina ixtahuacan,instituto nacional de educacion diversificada don pascual tambriz tzep,aldea la ceiba,"['57181585', '57181585']","['idelfonso jerónimo ambrocio tambriz', 'idelfonso jerónimo ambrocio tambriz']","['justo eliseo quivajá chuc', 'justo eliseo quivajá chuc']","['oficial', 'oficial']","['rural', 'rural']","['monolingue', 'bilingue']","['vespertina', 'vespertina']","['diario(regular)', 'diario(regular)']",sololá,nacional de educacion diversificada don pascual tambriz tzep,aldea la ceiba,
"['22-01-0374-46', '22-01-0375-46']","['22-013', '22-013']",Jutiapa,jutiapa,instituto nacional de educacion diversificada ined 2 de junio,complejo educativo barrio el condor,"['50045022', '30465171']","['rony esmeltzer ramos quiñonez', 'rony esmeltzer ramos quiñonez']","['sindy yamileth girón ramírez', 'kimberly eunice ramirez esteban']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'vespertina']","['diario(regular)', 'diario(regular)']",jutiapa,nacional de educacion diversificada ined 2 de junio,complejo educativo barrio el condor,
"['01-06-0133-46', '01-06-0134-46', '01-06-0164-46', '01-06-0165-46']","['01-103', '01-103', '01-103', '01-103']",Guatemala,chinautla,instituto nacional de educacion diversificada tierra nueva i,sector 43 lote 0 tierra nueva i,"['24837931', '24837931', '24837931', '24837931']","['yeraldy etelvina diaz de leon de castañeda', 'yeraldy etelvina diaz de leon de castañeda', 'yeraldy etelvina diaz de leon de castañeda', 'yeraldy etelvina diaz de leon de castañeda']","['marta lucrecia molina sep', 'claudia noemi matias mogollon', 'marta lucrecia molina sep', 'edelyn yesenia carcamo mendez']","['oficial', 'oficial', 'oficial', 'oficial']","['urbana', 'urbana', 'urbana', 'rural']","['monolingue', 'monolingue', 'monolingue', 'monolingue']","['doble', 'nocturna', 'sin jornada', 'nocturna']","['fin de semana', 'diario(regular)', 'semipresencial (un día a la semana)', 'diario(regular)']",guatemala norte,nacional de educacion diversificada tierra nueva i,sector 43 lote 0 tierra nueva i,
"['09-01-0197-46', '09-01-0525-46']","['09-005', '09-008']",Quetzaltenango,quetzaltenango,instituto nacional jacobo arbenz guzman,25 av 3-45 z 3,"['37732794', '77650225']","['juan carlos ronquillo de leon', 'ramon yax laines']","['edgar samuel garcía ramírez', 'juan carlos hernández ríos']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'nocturna']","['diario(regular)', 'diario(regular)']",quetzaltenango,nacional jacobo arbenz guzman,25 av 3-45 z 3,
"['01-06-0074-46', '01-06-0075-46']","['01-643', '01-643']",Guatemala,chinautla,instituto nacional maria fernanda medrano cordon,sector 43 lote 0 colonia tierra nueva 1,"['24837931', 'FORMATO_INV']","['cesar augusto ortiz hernandez', 'cesar augusto ortiz hernandez']","['claudia noemi matias mogollon', 'claudia noemi matias mogollon']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['nocturna', 'nocturna']","['diario(regular)', 'diario(regular)']",guatemala norte,nacional maria fernanda medrano cordon,sector 43 lote 0 colonia tierra nueva 1,24837931
"['01-04-0009-46', '01-04-0025-46', '01-04-0027-46']","['01-113', '01-113', '01-113']",Guatemala,san jose del golfo,instituto nacional nito palencia mayen,4a. calle 3-01 z 1,"['55135441', '66416637', '46815144']","['maría roxana peláez herrera', 'maría roxana peláez herrera', 'maría roxana peláez herrera']","['carla siomara beltran', 'carla siomara beltran', 'carla siomara beltran']","['oficial', 'oficial', 'oficial']","['urbana', 'rural', 'rural']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'doble']","['fin de semana', 'semipresencial (fin de semana)', 'fin de semana']",guatemala norte,nacional nito palencia mayen,4a. calle 3-01 z 1,
"['01-06-0062-46', '01-06-0172-46']","['01-643', '01-109']",Guatemala,chinautla,instituto nacional pc brenda elizabeth del cid medrano,aldea el durazno,"['52005370', '41987256']","['cesar augusto ortiz hernandez', 'evelin arminda arriola ramirez']","['marilena ivette molina díaz', 'marilena ivette molina díaz']","['oficial', 'oficial']","['rural', 'rural']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (fin de semana)']",guatemala norte,nacional pc brenda elizabeth del cid medrano,aldea el durazno,
"['14-20-0124-46', '14-20-0180-46', '14-20-5707-46', '14-20-5966-46']","['14-054', '14-054', '14-054', '14-054']",Quiche,ixcan,instituto normal mixto ciencia y arte,z 1 playa grande,"['58908465', '30223394', '58908465', '54158954']","['jeronimo coc juarez', 'jeronimo coc juarez', 'jeronimo coc juarez', 'jeronimo coc juarez']","['teodoro ramírez velásquez', 'teodoro ramírez velásquez', 'teodoro ramírez velásquez', 'teodoro ramírez velásquez']","['privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'bilingue', 'bilingue', 'monolingue']","['vespertina', 'sin jornada', 'vespertina', 'doble']","['diario(regular)', 'semipresencial (fin de semana)', 'diario(regular)', 'fin de semana']",quiché norte,normal mixto ciencia y arte,z 1 playa grande,
"['14-01-0085-46', '14-01-0115-46']","['14-001', '14-001']",Quiche,santa cruz del quiche,instituto normal mixto juan de leon,12 calle 0-36 z 5,"['77553814', '77656620']","['jose oscar tipaz velasquez', 'jose oscar tipaz velasquez']","['miriam marcelina alvarez grijalva', 'jorge humberto motta cano']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'matutina']","['diario(regular)', 'diario(regular)']",quiché,normal mixto juan de leon,12 calle 0-36 z 5,
"['00-01-0206-46', '00-01-0207-46']","['01-307', '01-307']",Guatemala,zona 1,instituto normal mixto rafael aqueche,9a calle 2-36,"['22326422', '22533274']","['norma aracely palomo franco de diaz', 'norma aracely palomo franco de diaz']","['eva angelina ramirez ixcamparij de ramírez', 'fredy amilcar cruz']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'vespertina']","['diario(regular)', 'diario(regular)']",guatemala norte,normal mixto rafael aqueche,9a calle 2-36,
"['09-01-0132-46', '09-01-3534-46']","['09-005', '09-005']",Quetzaltenango,quetzaltenango,instituto normal para senoritas de occidente,14 av a 0-36 z 1,"['77612303', '77612303']","['juan carlos ronquillo de leon', 'juan carlos ronquillo de leon']","['roselia haydée lópez monzón', 'roselia haydée lópez monzón']","['oficial', 'oficial']","['urbana', 'urbana']","['monolingue', 'monolingue']","['vespertina', 'vespertina']","['diario(regular)', 'diario(regular)']",quetzaltenango,normal para senoritas de occidente,14 av a 0-36 z 1,
"['13-24-0021-46', '13-24-0037-46']","['13-041', '13-041']",Huehuetenango,san antonio huista,instituto normal privado juan jose arevalo bermejo,canton reforma,"['77921730', '77921730']","['kelvin vidalin del valle mazariegos', 'kelvin vidalin del valle mazariegos']","['luis enrique vásquez velásquez', 'luis enrique vásquez velásquez']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['matutina', 'vespertina']","['diario(regular)', 'diario(regular)']",huehuetenango,normal privado juan jose arevalo bermejo,canton reforma,
"['18-01-0377-46', '18-01-0378-46', '18-01-0445-46']","['18-008', '18-008', '18-008']",Izabal,puerto barrios,instituto particular mixto adonai,caserio la refineria,"['54837080', '54837080', '54837080']","['elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla']","['sandra patricia lópez jordán', 'sandra patricia lópez jordán', 'maría fernanda rodríguez lópez']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'rural']","['monolingue', 'monolingue', 'monolingue']","['doble', 'doble', 'sin jornada']","['fin de semana', 'fin de semana', 'semipresencial (fin de semana)']",izabal,particular mixto adonai,caserio la refineria,
"['00-01-0366-46', '00-01-2908-46']","['01-403', '01-403']",Guatemala,zona 1,instituto particular mixto ciencia y desarrollo,10 calle 3-15,"['36117881', '36117881']","['carlos humberto gonzález de león', 'carlos humberto gonzález de león']","['myriam jeannette cifuentes ortiz', 'myriam jeannette cifuentes ortiz']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'doble']","['fin de semana', 'fin de semana']",guatemala norte,particular mixto ciencia y desarrollo,10 calle 3-15,
